,0,1,2
340,역싀 운동엔 루프,스트랩  페이스 깔맞춤배워와쒀요스트랩도 페이스도 포메그래니트위 아래 색이 달ㄹㅏ 더 매력적이네요요즘 코로나로 집콕만 하다보니나갈일이 없어 운동갈 때 예뿐거 차고 나가려고 했지만역시 운동엔 루프네용,2021.07.27. 20:33
341,드디어 워치가 왔습니다,안녕하세요드디어 워치가 왔습니다 헤헷실버를 할까 스그를 할까 고민에 고민을 하다직접 가서 차보니 실버가 제 눈엔 좀 더 이쁜 거 같더라구요밀레니즈루프하고도 잘 어울리는 거 같구요이제 하나씩 세팅해보도록 하겠습니다,2021.07.27. 20:24
342,첫 오늘의 워치,구찌에서 배포한 배경  우븐나일론 블랙 그냥 무난허이 좋네요,2021.07.27. 19:42
343,피스타치오 솔로루프 후기,카페 회원님들도 그렇고 다들 피스타치오는 브레이드 솔로 루프로 많이 끼시더라구요ㅠㅠㅠ 근데 저는 뭔가 그 흰끼 그게 좀 거슬리는 거 같아서 실리콘 솔로 루프 구매했습니다   색깔 넘 예뻐요ㅠㅠ 사이즈는 저번에 매장가서 쟀을 때 이랑 의 딱 중간 사이즈였어서 로 구매했습니다 브솔은 다들 하시면 편하시다는데 솔로루프는 사이즈 조언이 없어서ㅠㅠㅠ 사이즈 어때보이시나용,2021.07.27. 16:19
344,여전히 애플워치를 아이폰으로 잠금해제하는거 안되네요페이스아이디,업데이트 후 아이폰으로 애플워치 잠금해제대한민국 모임의 시작 네이버 카페 제가 기존 작성했던 글인데요오늘  업데이트되고 두근대는 마음으로 테스트해봤는데 여전히 안됩니다ㅜㅜ애플워치를 손목에서 풀었다가 다시 차고 아이폰을 잠금해제 하면 기존  버전에서는 바로 애플워치 잠금해제가 되었었는데  번대로 업데이트 이후에는 애플워치 잠금해제가 잘 안되고 아이폰을 한두번 잠궜다가 다시 잠금해제해야 상단에 애플워치 잠금해제중입니다라고 팝업 뜨네요제 폰은  프로 페이스 아이디 제품군입니다그마저도 바로 잠금해제 안되고 초 후에야 잠금해제되던데 백번 양보해서 일부러 다시 잠글 수 있는 여유를 두기 위해서 오래 걸리게 했다고 생각하더라도 한번에 그 팝업이 안 뜨는 건 정말 화나네요터치아이디 아이폰 제품군은 이번 업데이트 이후 제대로 작동하시는지 모르겠는데 페이스 아이디 제품군은 이번 업데이트로 개선이 안된거 같습니다애플에서 해당 문제 알고 있는지조차 잘 모르겠네요개선된다는 보장만 있으면 기다리기라도 하겠는데으로 돌아가고 싶은 마음 간절합니다 ㅜㅜ,2021.07.27. 15:47
345,진심 좀 너무하지 않나요,왜 그냥 환불도 안될까요월일에 돈은 가져가 놓고정말 애증의 알네요,2021.07.27. 15:16
346,알리발 줄추가 보라위주,사도사도 또사고싶어요,2021.07.27. 14:05
347,베이지 루프 개시 바다도 예쁘네요ㅎㅎ,날씨가 좋아서 그런가 바다도 예쁘네요어제 찬 브라운색 보다 살짝 연한 베이지색 스포츠루프 어느 옷에나 두루두루 잘 어울리는 거 같아요ㅎㅎ,2021.07.27. 13:43
348,화요일 워치입니다,오늘은 파랑파랑하게 하고 나왔습니다 ㅎㅎ,2021.07.27. 13:37
349,워치 겨루기 친구 공유 하실분 찾습니다,그냥 편하게 부담없이 하실 분 찾아요하실분은 계정 채팅이나 쪽지로 보내주시거나 댓글하나 남겨주세요ㅎㅎ 매일 힘들게 안해도 되고 개인 컨디션에 맞춰서 즐겁게 하시면 됩니다,2021.07.27. 13:12
350,오늘의워치 에토프 색상 실화  에르메스 저리가라 에토프 자랑합니다,영롱한 애플워치 에토프 색상 자랑할만한가요ㅎㅎ 혹시 가죽 스트랩 중에 괜찮은 색상 있으면 추천 부탁드립니다,2021.07.27. 13:10
351,예쁜 피스타치오 브솔루프,안뇽하세용오랜만에 글써보는 오늘의워치는피스타치오 색상 브레이드솔로루프입니댜사진 게이지가 더 채워지면 글 쓰려구했는데 코로나땜에 나갈때가없어 맘에안들지만걍올려벌임니다 요 스트랩은전에 활동하셨던 퍼플이님한테 나눔받은스트랩인데용마지막으로 주고가신 선물이라고 해두죠끄흡 피스타치오색에 죠르디 페이스 꼭해보고싶었는데ㅋㅋㅋㅋㅋ역시나 넘 찰똑이에용 마지막으로 운동갈때도민트색 레깅스에 딱 깔맞춤으로 껴주면그날 필테 주인공은 바로 나야나라구여,2021.07.27. 12:20
352,운동용 사용하는 애플워치 미리 스그 운동 동그라미 인증,안녕하세요이번주가 여름휴가라 저는 오늘 오랜만에 아파트 헬스장 말고 센터가서 인바디 해봤어요 애플워치 스그와 함께한 포스팅입니다 나이키 에디션 아니에요 클록로지로 나이키처럼 해서 씁니다 이건 제가 좋아하는 인포그래프 입니다  완전 나이키버전 같죠 운동용 최적입니다 오늘 칼로리 소비가 오전에 어마어마 하네요아래는 애플워치 사고 했던 동그라미 입니다출장가서 헬스장 있는 호텔 잡았었는데  가서 술마시느라 월  에 운동 못채워서 넘 아쉽지만 그 후로 빠짐없이 했습니다 모두 새벽시운동이고 운동 후 회사 출근했어요감사합니다 사파리로 적느라 글 몇번이나 지워지는지 ㅜㅜ,2021.07.27. 11:21
353,오늘의 와치,맛점 하세요,2021.07.27. 11:01
354,오랜만에 클락콜로지,아침부터 너모 덥네요ㅠ 퇴사 일전 워치아침부터 선풍기로 버티고 있으려니 너모 힘드네요 얼릉 퇴근해서 시원한 에어컨앞에서 점심 머꼬싶어요 얼마 안남았으니 오늘도 버텨봅니다  꽃찡비님 버버리 페이쑤 오랜만에 장착ㅎ,2021.07.27. 10:53
355,심전도,심전도 해봤는데  머하는데 좋은겁니까,2021.07.27. 10:00
356,오늘의  알루 스그,베젤링과 ㅇㄹㅂㅇ 스트랩입니다,2021.07.27. 09:38
357,알리발 케이스 줄 페이스까지 셋트,셋트로 완성된거 같아 맘에 드네요케이스는 풀커버네요,2021.07.27. 09:00
358,화요팅,오늘은 귀찮아서 베젤링케이스를 바꾸지도 않고 스트랩만 교체했어요ㅋㅋ오늘도 시원한 하루 되세요,2021.07.27. 08:54
359,레플리카 페이스 공유,워치 첫 글이 페이스 공유글이내요 이렇게 생긴 페이스입니다 첨부파일파일 다운로드 제가 파일 공유는 처음인데 제대로 되었을지 모르겠내요 ㅠㅠ 안되면 댓글주세요,2021.07.27. 01:36
360,기능성 페이스 못잃어ㅠㅠ,워치사면 클락콜로지로 페이스바꿔야지 해놓고기본만 쓰고있네요 ㅋㅋㅋㅋ스마트워치답게 바로바로 꺼내쓸수있는페이스로 ㅋㅋㅋㅋㅋ탑재한 아이들 다 너무 잘쓰고있네여특히 멤버쉽 너무좋아여ㅠㅠ,2021.07.27. 00:36
361,애플워치도 다른 애플 기기처럼 에어팟 기기전환이 되네요,맥 아이패드는 영상 틀면 바로 넘어가지던데 그래서 애플워치도 될까 해보니 되네요 워치에 에어팟 연결하고 폰에서 유튜브 틀면 바로 전환되고 다시 워치에서 시리 부르면 워치로 넘어가네요 저만 워치도 되는지 이제 알았나요 ㅎㅎ,2021.07.26. 23:33
362,급하게 움직이다가 벽에 워치부터 부딪히며 쩌억 소리가,아 소리가 너무 안좋은데 하며 천천히 팔을 보는 순간 심장이 쿵 떨어지고   워낙 소리가 컸어서 당연히 액정이 깨졌다고 생각했고 이럴까봐 애플 캐어 들어놨으니 괜찮아 라고 머리로는 생각했지만 눈물이 핑 돌더라구요완전 다 포기하고 센터 찾아갈 생각하며 들여다보는데 필름만 상한건가 싶어지는거에요그래서 조심스레 벗겨봤더니 액정 완전 멀쩡  제가 쩍 사운드에 너무 놀랐나봐요 ㅋㅋㅋㅋㅋㅋㅋ 상처하나 없는 액정 엉엉엉힐링쉴드 필름 만세 ㅋ필름 살때 장 들어있어서 한장 남았고   멤버쉽이라 오늘 아침 무료로 부착 서비스도 다시 받았네요  쌩 워치 쓰시는 분들 존경스러운 어제 오늘 이었어요저는 워치 액정에는 보호 필름이 필수라는걸 다시한번 느끼며 ㅋㅋ 앞으로 좀 더 신경쓰며 다녀야겠다 다짐했답니당,2021.07.26. 22:22
363,깔끔하게,스댕골드에 어울리는 거 못찾아서 밀레니얼루프만 끼다가 여름이니까 깔끔하게 아이보리 실리콘 스트랩 껴봤어요 ㅎㅎ 흰옷이랑 잘 어울려요,2021.07.26. 22:21
364,누아르 워치 페이스공유,를 통해 공유함 아사모 내에서 누아르워치페이스  여러버전을 봤지만 날짜 부분이 실제 누아르페이스와는 다르게 어둡더라고요 그래서 공유합니다출처페이스북,2021.07.26. 16:38
365,너무 더운 오늘,오늘은 시원해 보이게 실버실버역시 자석이가 편하긴 해요ㅋㅋ,2021.07.26. 15:53
366,오늘의 워치,페이스 바꿔봤어요 ㅎㅎ,2021.07.26. 14:37
367,오늘의워치 이것도 이쁘네요,이런 스타일도 이쁘네요전 오늘부터 휴가입니다 자랑,2021.07.26. 14:22
368,시리즈 블루 줄질 하신 분,개인적은 블루계열을 좋아해서 워치 파랭이를 샀는데 생각보다 줄질에 한계가 있네요 ㅠㅠ전에 스텐사용 시에는 대부분 줄질하면 어울렷는데블루는 기존 실리콘 외 대안이 안보이는 것 같아요 블루 사용자 님들 다들 그러시죠,2021.07.26. 11:17
369,오늘은 곰돌이워치,사진은 어제지만ㅎ 오늘 하루도 화이팅입니다,2021.07.26. 10:51
370,애플워치 세대 필름 혼자 붙이기 성공,결국 애플워치 세대 질렀어요 ㅎㅎㅎ스트랩도 체인으로 같이 구입했구요필름 붙일까 말까 고민했는데 다들 생으로 쓰고 애케플 들라고 하더라구요근데 에케플 너무 비싸요 만얼만가 ㅠㅠ그래서 그냥 스코코에서 필름샀습니당애플 워치는 필름 붙이기 어렵다는데 잘 붙일 수 있을지 걱정이많았는데 생각보다 성공적이에요 ㅋㅋㅋ 액정이랑 전신 각매씩 들어있는거 할인해서 원에 샀어요이거 붙이는 방법 영상으로도 보고 후기도 봤는데와 내가 잘 붙일수 있을까 싶더라구요 ㅋㅋ 일단 저기 동그랗게 뚫린 부분이 전신이구 네모난게 액정 필름이에요그외 먼지 제거하는 스티커랑 밀개 그리고 닦는거 있구요필름은 각각 매씩 들어있어서 붙이다 실패하면 과감하게 버려야지 했는데한번에 성공해서 은근 기분이 좋았어요 ㅋㅋㅋ 이건 액정 붙이고 난 모습이에요아니 기포가 생각보다 많은거에요 ㅋㅋㅋ밀개로 열심히 기포 빼다가 설명서 보니까 나중에 일 지나면 다 사라진다고해서밀개 내려놨습니다일 지난 지금 기포가 어느정도 다 빠졌어요 그리고 뒷부분 전신까지 필름을 다 붙였어요전신 필름을 생각보다 잘붙여서 너무 마음에 들었다는 ㅋㅋㅋ이렇게 측면까지 다 커버가 가능해서 잔기스 날일은 없을거 같더라구요측면 곡선부분은 드라이기 바람 쐬어주면 더 잘붙는다고 하는데전 귀차나서 안했슴당안해도 잘 붙어 있더라구요 ㅋㅋ 짠 마지막 착용컷비싼돈 주고 산 애플워치 남들보다 열심히 활용해볼게용없어도 되지만 있으면 편하다는 말이 뭔지 아는 요즘입니다 ㅋㅋㅋ,2021.07.26. 10:28
371,에르메스 착용하고 첫출근,토요일날 받은 에르메스 기존에 애플워치 그파도 이뻤는데 에르메스 블랙은 정말 간지가꾸안꾸를 좋아해서 잡동사니 줄사는것도 귀찮은데그냥 이게 답인것같네요 저한테는 ㅎㅎㅎ필름붙인지 얼마안돼서 아직 기포가있네요,2021.07.26. 09:19
372,애플워치 씨솔트,첫 스트랩으로 스포츠루프 씨솔트 샀는데 너무 마음에 들어요시원시원해보이고 가벼워서 여름에 차기 딱 좋은 것 같습니다,2021.07.26. 08:57
373,애플워치 차고 샤워,와 글을 쓰고 싶지 않은데 이른 아침에 일찍 글을 쓰게 될줄이야네 제목 그대로 애플워치 차고 샤워했어요왜냐구요제가 찬 줄 알았으면 벗었겠죠샴푸로 머리 감던 도중 알았습니다너무 놀라서 바로 샤워 멈추고애플워치 수건에 감싸고머리 샴품 마저 행구고계속 크라운 돌리며 물빼내기 하고 있습니다근데 따로 나오는 물도 없고 ㅜㅜ지금은 외관상 멀쩡하고 기능도 멀쩡하긴 한데너무 걱정되네요 울고 싶다애플 매장에라도 가봐야 될까요별일 없겠죠이게 뭔 일이람 ㅠㅠ,2021.07.26. 07:18
374,오랜만에 오워,카페도 정말 오랜만에 방문하네요요즘 포켓몬 유나이트에 재미들러서 살맛나요ㅋㅋㅋ,2021.07.25. 23:36
375,민트 초록 깔맞춤 와치,오늘 상의가 민트길래초록 곱창 스트랩이랑 깔맞춤 했어요얘는 메탈 수트랩 주문했다가 한달이나 넘게 기다랴야돼서사은품으로 받은 아이인데 너무 귀엽네요오혹시나 더울까 걱정했는데 생각보다 안덥구 안답답하네요이제 곱창 스트랩도 깔별로 사야할까봐요 오늘도 건반과 함께,2021.07.25. 19:45
376,오늘의 핑크워치 여름엔 슬림가죽,원래 제일 좋아하던 색이 분홍색이었는데 조금씩 나이가 들면서 취향이 바뀌다가 요즘 다시 끌리는 분홍색    기본페이스들이랑은 이렇게 하니까 완전 예쁜스트랩이 형광빛 전혀 없는 차분한 딸기우유색인데 색감이 잘 안 잡히더라구요 흑흑  클락콜로지는 그냥 오늘의워치 인증용으로 쓰고 있어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 클락콜로지가 역시 예쁘긴 하네요   이 스트랩이 제가 여지껏 본 가죽스트랩 중에 제일 작게 나온거 같더라구요  손목둘레  정도 되는데 추가타공 없이 잘 맞네요  오늘은 거의 분홍색인간여름에 가죽스트랩 땀 차서 별로라던데 슬림가죽은 그나마 괜찮은 듯해요 땀쟁이인데 생각보다 괜찮았습니다  첨부파일엘메 핑크파일 다운로드,2021.07.25. 18:46
377,오늘은 시원하게 메탈스트랩,맨날 스포츠 루프만 차다가 한번 바꿔봤어요요즘같이 더운 날 건강 조심하시고 행복한 주말 보내세요,2021.07.25. 18:05
378,애플워치 구매했어요,좀 늦은감이 있지만이제야 구매했네요  실버 구매했어요별 관심없었고시계보다는 팔찌 종류를 좋아해서진짜 시계라는걸 살 줄 몰랐는데급 꽂혀서 구매했네요오늘 이틀째인데 너무 편하네요  구매도 전에 이미 줄질을 했어요화욜 도착할 듯요,2021.07.25. 17:11
379,애플워치 업데이트 이후,기분탓인가요배터리가 더 오래가는거 같네옷아침시반에 풀충에서 지금까지 쭉쓰는데 프로네요구매한지는 한달조금 지났습니다,2021.07.25. 16:57
380,영롱하군영,블루블루해,2021.07.25. 16:18
381,오늘도 녹네요 ㅜㅜㅜ,오늘은 올블랭,2021.07.25. 15:35
382,슬림 밀레니즈 루프 시원하네용,메탈 스트랩 첫 개시색상 고민 엄청했는데 실버보다 살짝 매트한것이 예쁘네용ㅎㅎ 역시 실리콘이나 스포츠루프보다 밀레니즈가 시원해요,2021.07.25. 14:39
383,알리발,항상  부족 한 느낌이 들어요 ㅋㅋㅋ싼맛에 사는 그냥ㅋㅋ,2021.07.25. 10:41
384,오늘의 워치 페이스,오늘의 워치 페이스 입니다,2021.07.25. 01:46
385,더우니까 시원한 색으로,오늘 날씨가 넘 더워서 시원한 느낌으로,2021.07.24. 22:16
