,내용,등록일
136, 강의듣고 들고다니기위해서 큰맘먹고 질렀습니다사이즈도 크고 펜도 대만족이네요키보드 가격은 사악하지만그래도 있으니깐 좋습니다앞으로 열심히 사용해여겟어요 ,2021.01.15. 21:04
137,연초에 갤럭시탭s6 lite를 구매했습니다눈팅하고 있던 차에 20만원대에 해외에서 구입할 수 있었어요성능이야 갤럭시s7 수준이라고 하지만 비교하던 A7과는 스피커나 화면 cpu 모두 압도적이었습니다 갤탭s7이 잘 나왔다고는 하지만 그 가격을 주고 사기엔 노트북이 낫지 않을까 싶어요화질도 이정도면 됐고 lcd라 번인도 없구요 어차피 게임은 안하고 문서작업은 컴퓨터에서 하기 때문에태블릿은 유투브 및 토렌트 ebook 필기앱 위주로 사용하고 있습니다특히 펜이 포함되어 있으니 어디서든 아날로그 감성으로 끄적일 수 있다는 것이 너무 좋네요다만 강화유리가 너무 미끄러워서 종이질감 필름을 준비해야 할 것 같아요  핸드폰 태블릿 워치 블투이어폰 등 전자기기가 많아지니 충전할게 많네요 이건 좀 귀찮은 것 같아요,2021.01.10. 16:45
138,코로나때문에 너무 스트레스 받아 충동구매 질렀습니다 디자인 예쁘고 좋네요 저는 헤비유저가 아니라 악보보기 동영상 가끔 동영상 편집 줌 할때 필기용도로 샀는데 충분히 만족스러운 것 같아요단점이라면 아이폰이랑 연동성 어쩔수 없는듯 이랑 카톡입니다아이폰만 써왔는데 태블릿때문이 다음폰 갤럭시를 살까 고민이되네요,2021.01.10. 13:10
139,우연히 받은 갤탭a6 70 으로 동영상보다가갤탭s7 로 오니 사운드가 다르네요영화보는 맛이 납니다 필기하는것도 너무 좋네요 종이필름 붙이니 그냥 노트같아요 삼성노트도 좋고 노트쉘프도 좋아요노트쉘프는 직접 다이어리 만들어보고도 싶네요사고싶어서 계속 눈독만 들이다 이제야 샀는데진작 살걸 그랬어요  고민하시는분들 강추입니닷,2021.01.10. 00:27
140,난주에 11번가에서 Ok캐쉬백 L포인트 등을 사용해서 27만원대 초반에 저렴하게 구매를 해서 어제 배송을 받고 이틀간 써본 후기입니다장점 1 Dolby atmos 지원되는 쿼드스피커물론 Akg 지원안되긴 하지만 나름 30만원대 기계치고 기대보다 무난하게 소리 잘나오고 가로로 들때 스피커를 가린다는 아쉬움은 있지만 이정도면 괜찮은 것 같아요 2 15W 고속충전 지원단점  1 소프트웨어 기능이 너무 부족빅스비 손으로 밀어서 스크린샷 불가 기능 x 등등 2 카메라태블릿 카메라라 기대하진 않았는데 너무 흐리게 나와서 깜짝놀랐어요 3 영상 화질1080p로 보면 약간씩 끊기도 하고 Fhd로 영상을 보더라도 Lcd라서 그런지 약간 색깔이 탁하게 느껴지는 점이 아쉽더라구요4 카툭튀막 심하다 할정도는 아닌데 박스라던가 책 위에 올려놓으면 흔들림이 거의 없는데 그냥 바닥에 놓고 있으면 약간 거슬릴 정도로 흔들려요5 램 3GB저장공간은 64GB에 그렇게 많은 게임들을 할 예정은 아니라서 충분한 편인데 기본으로 딱 켰을 때 한 1517GB정도 사용중이고 유튜브를 2030분 정도 보면 1921GB까지 좀 많이 차지하는 편이에요   그래도 One hand operation 로 밀어서 스크린샷하는 방법은 나름 해결했고 빅스비는 나름 구글 어시스턴트로 대체하며 쓰는 중입니다 결과적으로 가격이 저렴해서 무난하게 잘쓸 것 같아요 작년 갤럭시 A51 5g 모델에 이어 태블릿까지 A7을 사면서 본의아니게 A시리즈 모음이 됐는데 S pen이 없어도 괜찮다 저렴하게 쓰고 싶다하면은 무난한 태블릿인 것 같아요 딱 기본 정도만 잘 갖춘 태블릿인 거 같아요,2021.01.09. 20:10
141,개봉 깔끔한 패키징크기외관  사용중인 20fe와 크기비교  생각보다 엄청큽니다 들고 움직이면서 사용하기에는 무리가 있고그냥 휴대하기에는 딱 마지노선의 크기와 무게색도 빛받으니 애플 스페이스그레이 느낌이나네요녹조 12월 생산제품이지만 녹조는 해결 안됬습니다하지만 일부러 어두운곳에 가서  사용하지않는이상 크게체감가지않는 정도입니다 사진도 화장실에서 불끄고 촬영해야 이정도멀티태스킹 가장좋은 기능이라고 생각하는 3개 멀티테스킹 역시나 최고고 왠만한 어플들은 이질감없이 사용가능하고 비율또한 조절할수 있는점이 만족스럽습니다14의 창도 노트울트라정도의 화면크기라  편하게 사용가능함필기감 사용해보고 너무좋아서 놀랐습니다 눈으로는 실제펜과에 동일한속도를 보여주고영상 시청 때문에 유리 필름 장착 했음에도 매우 부드럽고 안정적인필기가 가능하네요하지만 역시 팜 리젝션 기능이 아쉽네요 촉이 1cm이내로 와야지 작동하는데 손이 항상 먼저닿네요영상시청개인적으로 영상시청함에 있어 최고의 태블릿 비율 화질 주사율 다맘에듬 이걸로 유튜브보니깐 더이상 폰으로 못보겠습니다삼성이 이번엔 진짜 잘뽑은듯,2021.01.08. 18:30
142,출발했다네요 내일이면 탭s7키보드가 내일 제손에 들어오네요  아잉 좋아라,2021.01.08. 13:30
143,주사율120hz최적화 화면밝기 40퍼에 블투 이어폰으로 주로 영상을 봤고  인터넷유튜브네이버카페앱도 조금 사용했는데요배터리가 진짜 오래가네요      완충 후 45일 동안   화면 켜짐 16시간정도에   남은 배터리까지 사용한다면 대략 17시간도 가능하겠네요아이패드 프로 23세대에서 넘어온건데 갤탭7이 더 오래가는 느낌이고 삼성탭도 많이 좋아진 거 같네요 ,2021.01.05. 08:08
144,엑셀 파워포인트는 11인치이상이라 유료사용헤야되고한컴오피스는 한글에서 로지텍키보드로 한글 입력하니까 튕기네요 한컴 워드에서는 안튕기는데 타이핑 티다가 백스페이스로 지우고 다시 타이핑하면 지웠던 글자가 또 튀어나오고복잡한 문서 작성이야 노트북으로 하더라도나름 활용성을 높여보고자 키보드랑 마우스도 장만했는데까페 글 검색해 보니까 그나마도 설치되기 시작한지도 얼마 안되었군요한컴에 문의해봐야겠습니다  Loading playerlikesoundmutesoundmutesoundvolume2soundvolume3 xPlayer Size0 x 0Current Resolution0PMax Abr Resolution0PProtocolpdCurrent BandwidthAverage BandwidthBuffer HealthFrame Drop Rate00 도움말라이센스Video Statistic Version 4246 PDBuild Date 2021512NAVER Corp     동영상 인코딩 중입니다5분 이상 소요될 수 있으며 영상의 길이에 따라 소요 시간은 달라집니다 topleft rightbottom마우스를 드래그 하세요360 Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다선거광고 안내       음소거0000  0000 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다도움말 플레이어 URL 복사 레이어 닫기엑셀 파워포인트는 11인치이상이라 유료사용헤야되고한컴오피스는 한글에서,2021.01.04. 21:57
145,처음 받았을 때부터 크다는 느낌을 전혀 못받았어요오히려 전에 s4를 필기용으로 쓸 때 화면이 작아서 답답했어요스칠쁠을 쓰면서 이제야 좀 쓸만하다 필기가 답답하지 않다는 느낌이고s4는 mini라는 느낌으로 필기용으로 병행사용중이네요s6나왔을 때도 눈길 한번 안줬어요s4랑 화면크기가 같아서s4도 크기외에 공부하는 필기용으로 부족한게 없었거든요60주사율로 쓰다가 120주사율로 필기해보니 큰 차이 못느꼈었어요근데 120주사율 쓰다가 60주사율쓰니까 어색한느낌이 오네요s4화면이 그럭저럭 쓸만했는데 s7화면으로 필기하다가 s4크기로 원톱필기하기에는 답답해서 못할거 같아요45w고속충전되는 스칠쁠에 익숙해지니 s4의 15w충전은 답답하네요 신품을 접하기 전에는 부족한걸 못느끼는데접하고 나면 불편해지는 정도의 기술까지 온거 같아요스칠쁠을 마르고 닳도록 오래오래 써봐야겠네요 ,2021.01.04. 17:42
146,현재 갤럭시 탭 s7 플러스 사용중입니다기존에 아이패드 프로3 썼을 때 필기감은 갤탭이 개인적으로는 좋아요 글씨를 쓸 때도 아이패드는 유리에 미끄러지듯 써지는 반면 갤탭은 꾹꾹 눌러쓰는 게 꼭 진짜 종이이다가 쓰는 것 같아서 본인의 진짜 글씨체로 잘 써지구요다만 필기어플은 아이패드가 더 좋은 것 같아요 ,2021.01.03. 20:32
147,폰으로는 작아서 좀 그런데 와 탭은 그냥 진짜 하늘을 나네여젤다 이후로 이런 건 첨 해봄힐링게임 찐짜 오랜만에 해봐요안 해보신 분들은 꼭 해보세요아스팔트9도 재밌게 했는데 게임도 탭으로 하는 게 훨 잼 나네요,2021.01.03. 00:50
148,제 갤럭시탭 S7 증상인데요삼성 정품 북커버를 장착해서 가로모드로 렌즈를 아래로 놓고요우측 하단에서 10cm 정도 되는지점베젤 제외을 기준으로 직선을 그으면02mm 아래로 터치인식이 되면서 곡선으로 그려지는데요오늘 서비스센터가서 점검을 받았는데 정품북커버의 자성때문에 그런것으로 확인은 했습니다다른 정품북커버로도 동일 증상이 나왔기 때문에 태블릿의 문제라고 결론을 지었는데요이게 제 태블릿만 그런건지 아니면 다른 태블릿에도 동일 증상이 나오는지 알고싶었는데서비스센터 기사분이 그건 지금 확인이 어렵다고 확인을 못했습니다지금은 시제품이 없어서 확인이 어렵고 동일기종이 AS접수가 되면 그때 확인해보겠다는 다소 황당한 답변을 들었습니다혹시 여기서 동일한 기종에 정품북커버 사용하시는분중에 같은 증상이 있는지 확인해 주실수 있을까요  Loading playerlikesoundmutesoundmutesoundvolume2soundvolume3 xPlayer Size0 x 0Current Resolution0PMax Abr Resolution0PProtocolpdCurrent BandwidthAverage BandwidthBuffer HealthFrame Drop Rate00 도움말라이센스Video Statistic Version 4246 PDBuild Date 2021512NAVER Corp     동영상 인코딩 중입니다5분 이상 소요될 수 있으며 영상의 길이에 따라 소요 시간은 달라집니다 topleft rightbottom마우스를 드래그 하세요360 Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다선거광고 안내       음소거0000  0000 화질 선택 옵션 화질  전체화면   광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다도움말 플레이어 URL 복사 레이어 닫기제 갤럭시탭 S7 증상인데요삼성 정품 북커버를 장착해서 가로모드로 렌,2020.12.31. 02:17
149,요거 문의드렸썼는데 도착해서 실행해보니데이터 쉐어링 됩니다요호옥시 직구하실분들 참고하세요유투브시청용으로는 매우 훌륭하네요,2020.12.30. 10:57
150,아이폰이랑 같이 사용중이라 메일로 연동해야해서 좀 불편하네요,2020.12.30. 00:01
151,S4와 S7플러스로 삼성노트 pdf 보면서 필기하고 공부하는데 진짜 너무 좋습니다라미펜 하나로 양쪽 번갈아가면서 필기하고 밑줄긋고 하는것도 너무 편하네요동기화 업데이트 되기 전에 s4팔았으면 큰 후회할뻔 했어요 이렇게 두개해도 앗팯 프로 최고사양에 비해서 더 저렴할 수도 있는데 동기화 덕택에 생산성만큼은 두배네요  지난글 참조하시면 조회수 수천회 넘어가는 좋은 태블릿 및 어플 사용기 많이 있습니다공부는 의지다,2020.12.29. 00:55
152,1 디자인 무난한 디자인 101인치 디스플레이를 가졌지만 큰 부담이 없고 무게는 420g 무겁다면 무거운 수준 2 카메라 듀얼 카메라 지원 주간은 그럭저럭 괜찮고 야간은 그동안 나온 안드로이드 태블릿 중에서 괜찮아요 기능도 많아서 골라 찍는 재미도 있어요3 소리 준수한 쿼드스피커 영상을 볼 때 생생하게 들을 수 있다는 점도 좋고요4 성능  퍼포먼스 현기준으로 SD855 with One UI 25 조합은 그냥 미친 조합이고 웬만한 동작들이 넘 빠릿빠릿하고 부드럽고 이 성능에 콘텐츠가 넘 없는게 아쉬움에 따름5 배터리 하루 쓰는데 남는 배터리 멀티미디어 및 다양한 업무등을 하였을 때 8시간 20분  8시간 50분 충전시간은 약 3  4시간 정도 6 결론 성향이 확고해요 현재 갖고 있는 아이패드 프로 3세대하고 비교하면 더더욱 확고한 태블릿 이에요 간단한 업무 및 문서쓰기 및 읽기 그리고 웹서핑  영상 정도가 위주인 분들한테는 최고의 태블릿인 것 같아요 쓰다보면 아쉬움만 남는 태블릿이라고 생각해요 나는 그림이나 포토샵 수정 등의 업무가 위주인 분들은 애플로 간단한 업무처리 및 문서 읽기  쓰기  웹서핑 등의 업무가 위주인 분들은 이 태블릿가 저격일 것 같아요 자신의 성향에 맞게 가시면 될 것 같아요제 점수는요 79  100 이 성능에 콘텐츠가 넘 없숴 아쉬워,2020.12.29. 00:05
